State,District,Latitude,Longitude,District code,Population,Households with Internet,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,sex ratio,Literacy Rate
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,4546,1372423,203600,378560,140458,283417,2198297,103480,5580,4146,991,62992,168,347752,426916,297079,214137,137899,116753,14346,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,1317586,227967,371584,46056,265742,2158623,59471,2228,1163,364,3135,1689,338947,334635,309536,197373,148091,105499,16052,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1566,725245,201307,227026,9917,147837,1163607,137980,1404,640,357,6232,66,193885,179388,136284,120687,77541,50655,6755,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,694697,173665,376404,11957,122408,1145052,79739,1857,360,7288,4982,135315,223650,241327,151636,116124,84398,55984,6427,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,573006,95795,258991,14329,123942,997073,42426,2372,912,268,1737,19448,161972,154282,128427,80402,60915,46513,5352,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,794810,287924,303157,8809,117981,1321003,174724,815,631,179,13755,66,271215,239081,141225,111366,75967,48671,3391,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,410406,106745,115261,4166,51283,638702,41396,230,6387,201,379,40,90911,70840,43009,37072,24732,17091,1497,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,966769,383340,220440,13079,142422,1648749,51200,1117,7151,3421,12171,72,261087,214162,125117,84684,58509,44812,6218,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,665273,102644,262030,15654,81432,1077545,34419,511,128,92,93,12556,185550,168224,129344,80312,60845,33067,3896,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,789848,305859,223852,15622,109985,1383475,44143,588,251,109,15569,39,202448,188694,143231,78053,58245,35034,5340,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,1089422,289013,302003,19678,286748,1718204,233133,4659,3241,945,24622,211,286534,280030,178295,159263,119586,111290,13282,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,355067,65369,145690,8767,69865,620515,15966,667,190,70,220,6028,90791,94011,74854,43418,27216,18144,2784,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,908473,168615,228308,12408,141071,1287391,149548,1313,914,295,18490,70,242021,214603,123650,104007,65581,59814,6780,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,1045752,129680,388521,9660,240293,1107809,357253,4483,1504,328033,10205,389,231841,328367,275264,291391,205723,112574,15157,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,1652123,198793,667943,20998,348588,2055177,421410,7223,2242,383891,11360,3288,326195,468853,463051,525116,346876,203273,16148,95.0,78.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,603029,123099,312183,17169,144854,1009352,26502,2145,831,154458,1017,3555,115150,187870,208902,204435,153749,67061,12452,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,1329501,606280,373566,21093,254609,2174672,320395,2097,824,68482,8719,399,309704,436446,280800,316758,206530,129996,11438,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,1366617,385447,603227,13770,217197,1845424,354236,3531,1668,364229,12242,522,315408,457067,400342,406379,228266,113783,19619,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,1146135,220978,473983,21346,341865,1780085,92297,10701,5251,286734,3861,23188,243773,316192,337320,351610,241179,126488,15040,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,1114492,239139,429536,20646,247049,1825460,187901,3653,1422,13405,12818,912,200494,323641,208571,290656,182739,114931,14526,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,657088,186509,281414,32525,164971,1153861,26157,1827,2160,125282,1568,5080,138457,237888,231153,225595,159570,57923,9620,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,608163,241613,226483,8268,92818,863199,127552,992,643,176679,5278,103,175736,266649,127246,136075,74544,38698,5932,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,2366346,384359,937174,38930,503108,3457615,560261,7091,3091,143865,27404,9662,482462,735730,532587,627198,375643,229987,31008,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,1028160,418952,300937,16705,194292,1504641,274221,12542,1629,152540,9619,336,271061,422207,218189,225331,120715,64060,9724,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,2171947,660872,266028,59932,717222,3379906,286558,15573,1570,29766,154882,1274,321457,622362,487227,698604,395234,335413,40828,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,1407339,331780,416578,17663,280836,2006984,367664,2387,935,66535,6387,310,268627,423711,296910,380344,224998,153256,18106,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,2785010,206606,423587,52419,1185948,3492202,390974,34667,20469,668050,24528,12181,325084,666693,812381,790443,542228,493236,73475,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,1867339,447823,632395,29158,384577,2501741,471951,3902,13540,354189,5049,1273,416869,691348,368723,416761,255650,156225,21729,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,856230,211672,438176,14599,127618,1521618,96182,8467,685,4969,6191,2907,166664,218718,121404,160961,113019,58461,9248,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,3343859,967385,730228,56132,1009583,5237009,693052,23946,8912,94783,38212,1795,544346,1038955,851714,830070,485052,373100,97219,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,883660,297361,299525,19831,157199,1437623,178925,942,340,28216,4530,195,183972,300965,201646,260772,139479,96847,9913,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,1013289,295030,317806,13210,196751,1328385,306364,2081,1371,187899,6238,262,229217,396713,204316,229103,116041,81333,9703,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,5380415,886530,414461,105711,2642291,8090254,673704,134192,27090,340404,127786,9873,559840,1234549,1383055,1414563,867256,1086650,190336,91.0,76.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,900993,296913,153117,17230,246816,1307211,187197,1990,230,113467,3347,95,163025,378554,269872,247257,111600,65700,15429,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,1607039,480554,290693,40824,403033,2440312,239607,9098,1260,38210,87453,769,208511,507318,459156,453404,244804,214003,36983,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,1648794,585876,297241,39772,432058,2691952,146970,4408,1182,141315,12810,676,288427,495822,407977,556706,299993,243457,20884,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,502473,124812,81816,9679,130871,780384,26264,15471,219,24762,1046,53,86480,165284,134734,175070,89023,48418,3451,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,2419361,637250,558334,71106,631705,3795424,441254,9882,1279,35497,28134,568,390337,788150,535848,643327,328020,236302,29051,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,6567381,349931,418004,124461,3600371,8716055,1355630,280700,39149,449617,172052,9862,712171,1530916,1588196,1751284,1080597,961719,114453,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,692539,132989,282170,13785,179291,1057096,53854,2696,2147,175417,5663,2254,140470,186781,201471,225208,158055,93772,7017,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,627368,165598,310195,7122,86877,859949,142672,1707,518,179330,8476,381,166509,238985,160331,162762,116032,47865,7294,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,1416349,333504,739718,17899,264878,2251401,239236,4567,1596,249874,11422,3745,391944,562739,382001,389924,245819,123074,21889,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,127462,34358,15109,11567,48903,175102,18691,4264,56,76,16,38457,15941,36011,50004,31775,20077,20074,1440,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,67944,43255,8315,3040,21628,10810,3086,129049,136,400,59,354,17382,28163,30589,18971,12213,8105,240,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,151488,64834,8282,5067,44472,12034,2886,254979,152,495,87,2333,32860,67907,65475,38567,23284,14523,509,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,245526,175127,30369,4978,42307,43833,1649,426819,140,2409,53,1243,46757,81735,91395,62033,40438,24940,598,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,69976,48849,1924,1710,18192,2995,589,134760,59,425,57,1144,11155,28461,26794,17867,11645,7102,270,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,226849,77331,33106,21017,63865,267146,107323,4322,106,114,24,42347,32396,69738,87932,55803,37899,28550,3214,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,96069,56815,3852,2233,25029,7553,1115,174112,108,635,70,32,20670,29382,38350,31734,22729,15636,405,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,191844,77390,19246,2475,26962,17272,3359,289708,56,1004,38,5617,51578,70679,52762,31328,9473,2484,298,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,499136,76767,40889,2966,206164,144935,14185,543394,2495,3111,303,115597,118135,163729,127722,94579,58836,61639,9397,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,240944,50844,35766,2004,65566,12456,1646,271596,34,284,45,107559,67749,61526,34677,26748,13544,8039,2934,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,89265,28145,5565,1249,18110,7036,1050,132984,27,332,10,362,25906,28921,21506,13858,3998,826,831,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,387598,120740,39725,7643,87585,122936,106788,389956,209,3392,144,16950,85733,129178,90963,70941,29404,10856,3547,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,220116,84956,37184,2475,38730,6498,1533,366881,58,1313,38,5878,80318,78208,45046,28417,12295,6450,541,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,225673,39266,11434,3360,120576,13249,5264,379134,105,1570,76,505,29332,68214,100103,78752,37701,31310,2058,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,65403,38336,5823,980,15203,1075,699,123446,9,151,45,194,14491,31359,30454,16259,4956,4087,78,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,47283,17992,5921,585,12174,4000,4426,75210,16,108,2,46,11367,18046,20399,9849,3473,2530,62,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,72328,29189,3153,613,12611,1668,522,63892,52,51549,122,2,19890,21114,16629,10538,3763,2515,125,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,83136,45439,10662,813,21378,5231,1290,127124,74,27543,93,5,22181,33313,34774,19918,8503,5509,116,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,47025,28669,2553,262,7855,2989,1782,69104,13,12328,25,19,9328,19711,19949,10756,3180,1771,22,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,37113,8908,957,313,9283,933,514,54977,11,102,4,2,8422,14151,12130,7269,3628,2204,69,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,32540,21804,1284,926,8383,991,335,63444,6,60,9,35,8771,14985,16237,9062,2915,2128,35,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,227461,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,157,34539,61815,80076,44343,26712,27532,2939,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,153163,44684,2198,2072,65871,25496,4384,234955,998,1519,80,335,21654,46756,57726,30518,19855,23439,1770,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,20259,43483,54035,27425,13077,10299,870,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,37431,46055,30500,7628,3565,1772,107,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,83141,55091,3159,1275,20752,3563,950,158224,31,350,17,198,22494,32722,30434,12785,7268,5926,481,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,98442,75212,3913,1104,17925,2979,1052,191864,27,572,5,1,29602,40900,33514,15013,6008,2760,116,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,87931,47473,6438,1965,22536,5605,2043,158236,34,318,8,20,15865,37024,41627,18746,10223,8030,401,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,61291,44723,11955,2025,20763,2580,772,136995,39,286,6,2,16523,30889,35113,17282,8821,5560,1107,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,1387822,288818,358214,28736,256939,2197709,94254,6434,237,111,201,18345,342192,470502,416510,267354,112392,105962,27493,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,1037738,155956,151377,14451,146815,1398543,104202,745,169,81,111,61,210736,391081,297270,177013,71815,67536,17449,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,1688105,138698,248298,51809,497560,2457729,141263,11985,1026,6276,1180,168,289414,545514,513039,328319,159456,181601,45279,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,757278,71230,163636,17312,183355,1185542,4805,727,124,366,39,139,188872,238599,193395,132002,53162,43064,10903,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,283884,65062,153199,5370,70302,353160,1556,219482,53,2180,66,4,68405,76419,54787,36977,17084,12556,1882,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,2027259,284943,565448,56274,595107,3486059,13315,23975,590,174,170,76,518072,767140,508511,297490,121151,97147,31266,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,331798,40867,56809,15836,134195,553587,12783,10462,1441,80,70,67,69122,101541,103622,70928,32909,22010,7932,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,824939,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,220,213426,225468,172905,94044,40383,27385,6840,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,377761,79221,162932,11946,101250,580300,2138,148895,82,290,47,23,108606,145604,108773,48856,21351,14962,2462,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,973471,149264,143864,16544,157218,1386792,50247,1423,169,62,52,24,218444,357621,298557,203472,76449,75926,12507,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,1459480,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,434,276378,445785,436534,295099,177974,247498,66645,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,686241,207194,290626,14416,181170,1294151,8850,68550,518,219,491,3384,158847,158653,98266,60589,32257,29000,10200,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,302526,151260,106353,7725,45328,600219,1871,10039,213,43,195,35,60913,64683,44962,19031,8487,5585,1202,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,1296204,238772,568755,113808,302199,2113079,33706,15008,661,162,109,351714,283489,390037,385216,214921,92060,72847,17415,101.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,619156,83022,120129,17557,122925,955754,5278,383,107,33,24,12,174904,227102,177180,90089,36951,33148,5685,92.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,304944,94692,149834,8641,52271,601092,4952,1778,724,76,905,22,64389,114394,73787,51886,19577,10131,4316,102.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,1077054,172761,163942,25115,259858,1644905,46094,4239,193,243,94,302,251520,413605,364098,179086,84374,87000,15511,96.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,500789,99265,248175,9959,109723,874445,4607,84916,219,249,123,44,84956,97387,73210,46001,21439,17681,6306,105.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,535259,86800,160798,59288,198954,964188,20120,50637,2506,310,86,1117,133005,185289,171876,108455,50705,45828,13071,98.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,1220210,184273,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,208100,350349,335380,243386,120373,94710,36590,97.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,131921,2372,13077,1327,51525,152638,28835,18391,46,63,54,14,18943,32899,33458,29456,15930,18998,4877,105.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,30014,43,82,69,11608,27940,12856,958,3,21,14,3,2948,6043,7930,8773,5711,4475,978,118.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,38866,291,3324,146,12999,53537,1191,873,3,1,4,4,3804,10954,8806,8044,4101,3836,1315,104.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,1572800,124617,121599,41642,629998,690939,12502,54344,1716935,876,3152,1044,197944,313874,283819,328229,203656,142399,15879,89.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,838539,141535,128382,14938,265131,380569,16299,2474,984286,246,1266,559,117795,182796,145626,163928,96329,70240,16666,87.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,395953,53230,54058,8225,106042,141363,3125,1227,469789,155,1109,103,53734,89433,71178,75419,48360,29838,5790,89.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,385380,44245,21389,8048,141101,152851,16808,1698,427521,48,178,251,51897,102257,83931,95073,59555,34990,4607,87.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,1272379,191685,227971,14679,322360,906408,6844,19358,1090815,454,1143,278,196971,306838,226433,221806,147698,82448,25734,89.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,1541185,147912,100684,30903,477639,1074332,27667,176587,1002874,405,580,812,180897,315156,290618,372317,243539,104345,22107,90.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,1086803,89772,74362,15990,319698,1000743,23089,14968,538208,3476,2034,531,143871,256127,238975,301435,176013,93618,17427,96.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,1419118,85695,66664,29762,592351,1394329,30233,26016,718363,11385,4011,805,183441,333736,304652,339758,216646,162965,34576,92.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,531003,55252,42387,9861,176665,336124,10190,5445,453692,6662,553,334,71698,127031,112774,128828,77442,48221,9501,91.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,2213917,140737,98646,71667,973772,1502403,77713,16517,1863408,2007,19620,1254,277247,488129,443759,527568,318876,272280,44240,87.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,441239,105963,90367,13442,118740,156539,10375,917,598443,123,1577,493,75708,106162,84553,85953,48663,27461,5658,88.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,636574,91622,82397,18098,167055,158414,9388,3277,818921,178,436,365,98764,158812,116716,128693,85642,37417,11956,89.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,566570,86565,111014,5187,132560,254920,4333,1681,638625,240,744,433,90240,137470,101852,104682,62612,36905,10666,90.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,1235419,113182,89123,23647,434315,783306,40043,5683,1059944,245,1914,1410,173890,283837,239609,256826,157435,141947,27272,89.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,450951,45640,21520,12321,154195,304481,14492,2094,361045,118,653,143,53005,107715,98135,116836,68794,38823,9388,92.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,1086411,157191,91799,18578,301190,389410,179116,2406,1077438,268,3222,1038,163251,250833,197901,220210,130155,73636,18393,89.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,1529330,298856,145523,35602,573741,2201663,314159,10605,6799,417,45614,184,379043,394576,313680,200191,130608,172683,28138,95.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,1965637,898891,216772,34562,558317,3039279,547335,2696,64532,4384,13221,348,492781,492981,468628,324050,230415,222622,31390,89.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,880911,546569,199370,19818,150817,1701234,48834,22250,427,138,22613,109,240067,190259,137780,75011,50438,47094,8145,98.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,670172,216538,185037,15258,135750,1133349,79984,1432,3066,84,2795,48,203489,194024,144190,76209,46847,49939,8057,93.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,1401269,754260,132696,30565,284961,2244882,321192,1157,450,157,34010,34,406804,352636,219932,101291,52272,39533,7328,90.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,1477308,500994,238894,25068,306198,2143046,371286,1576,23456,899,5758,18,363676,330336,314953,211938,147520,132571,23311,88.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,1260358,555168,163052,30149,399796,2224839,142427,1978,1468,183,35149,60,398993,338296,258990,141250,92785,106667,10928,97.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,1377729,499223,103833,26244,356908,2073356,235741,1901,20072,285,30850,79,410155,333211,254335,143669,80296,101714,18577,91.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,584815,250453,111388,11172,153078,1017688,66609,682,11059,144,13455,24,153500,159218,121104,63248,41227,41052,6460,92.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,741583,453201,123469,15435,210650,1413163,97855,1274,1515,252,25843,136,245603,225700,170455,90889,58129,67155,10768,97.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,1136718,572644,87983,16594,225608,1777879,249736,958,402,188,7104,127,336671,302022,237220,161520,100677,77282,13320,94.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,949914,390960,76277,17185,200073,1582335,45488,439,296,94,3737,115,229035,235474,208537,135234,92559,90833,13764,91.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,683304,229936,74342,12721,206213,1127520,72258,688,1356,92,2739,21,207566,172914,132964,77360,45590,37856,8194,85.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,747037,227849,184330,12514,216822,1340065,28662,830,240,226,16141,853,238847,175059,114245,60656,42887,39312,4834,99.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,1056496,268297,230438,13790,400147,1437144,50688,2077,474853,938,1988,164,237042,314107,238397,163098,105734,104071,19396,89.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,939432,370452,166833,13839,284136,1433067,118673,1542,216997,241,1935,138,239601,273441,219194,153628,104087,84185,14416,91.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,4161285,744374,131523,91011,1497985,5819980,687452,12708,18782,1020,81079,257,819004,875940,823570,659389,455527,703673,96562,91.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,381016,132466,43872,6835,105730,497045,168129,874,1723,98,1521,34,109484,71132,41264,20142,12759,10604,1720,85.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,932086,493355,158013,21867,223409,1732852,78990,730,231,144,14640,82,270997,277152,181691,75304,32366,25210,7850,95.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,725179,328714,209772,11199,136265,1299751,96164,842,819,46,12488,42,226614,203488,143108,73388,46267,47985,6972,95.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,1242396,521692,68878,13472,290607,1905682,228178,1004,275,56,548,85,296093,305626,301866,256621,192240,158936,25286,95.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,2197424,592370,242017,42412,612942,3224399,411558,6035,4123,514,36697,80,497762,512035,405132,259304,154789,177199,30720,92.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,829522,335302,115367,9521,168536,1370977,81553,602,297,70,3424,413,220644,193938,170399,104208,69443,67639,14402,86.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,1202203,140262,134992,25125,448432,1661307,243993,5665,11058,280,25742,286,286676,294591,250092,172538,118710,167778,27485,91.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,1881861,734614,263401,29647,398220,2833443,454487,1912,366,163,12940,276,513871,486057,388822,242053,147701,117444,14853,95.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,1195246,243491,237280,26119,335437,1870543,143476,1345,1540,141,18974,52,293818,359329,271312,144581,71472,67021,9403,99.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,605766,207582,106587,13505,223157,1105676,33677,759,260,100,14966,68,190090,190388,140839,72969,41063,34286,4732,99.0,54.0
